@relation weather
@attribute pm25 numeric
@attribute pm10 numeric
@attribute co numeric
@attribute no2 numeric
@attribute so2 numeric
@attribute temp numeric
@attribute humidity numeric
@attribute aqi numeric
@data
213.2,191.5,1.1,46.3,71.0,19.5,29.0,210
35.8,332.1,1.04,53.3,57.1,21.4,48.7,166
189.9,164.5,0.74,83.3,25.1,19.4,35.6,189
174.0,241.6,0.36,89.1,76.8,36.5,38.1,202
214.0,53.0,1.99,21.5,61.2,15.4,83.1,200
111.6,126.1,1.37,62.1,61.9,33.2,88.5,172
62.7,125.2,0.45,19.3,77.4,25.8,65.1,107
130.4,335.9,0.36,98.3,35.3,40.9,31.6,194
17.4,137.2,0.67,30.8,20.2,16.2,78.0,90
147.1,48.4,1.73,57.7,42.6,35.0,71.7,172
16.5,26.2,0.24,72.7,63.9,37.8,20.8,79
230.6,385.4,1.19,43.6,59.8,39.5,23.8,249
227.9,61.2,1.25,77.2,22.0,19.6,63.7,198
121.9,233.6,0.98,77.6,52.0,33.9,85.6,191
205.9,260.4,0.36,21.1,53.0,29.0,27.2,178
153.6,229.8,1.69,33.8,14.0,17.7,45.0,190
119.6,135.1,0.64,32.9,72.3,36.2,50.0,139
179.1,318.7,0.62,92.7,38.7,37.5,87.1,223
210.6,130.8,1.38,103.5,67.9,28.4,61.5,234
20.5,56.1,0.96,42.6,5.0,34.5,71.9,81
265.6,292.8,1.67,67.7,42.2,27.8,37.6,269
95.3,325.4,1.48,40.9,31.4,14.6,86.4,193
10.5,352.5,0.89,65.7,68.6,16.8,75.6,169
200.9,119.6,1.32,102.8,41.8,21.5,32.3,216
70.7,148.9,0.75,19.2,33.1,13.4,21.2,109
58.2,47.2,0.32,65.5,52.1,20.1,63.2,103
153.5,116.4,0.89,12.7,3.6,24.3,77.3,131
66.5,123.3,1.99,64.5,71.1,21.6,39.6,174
150.3,165.2,0.12,72.1,26.7,23.7,70.3,153
175.1,326.0,1.83,83.1,33.0,31.0,50.3,250
247.0,130.8,0.98,101.7,10.0,21.8,39.0,217
162.4,221.5,0.78,6.5,75.7,11.1,43.1,170
190.4,175.4,1.94,34.3,47.3,34.7,26.4,206
192.7,261.3,0.16,60.9,11.3,25.8,81.1,180
123.0,341.0,0.75,61.2,45.9,20.7,56.2,195
38.1,50.4,1.01,39.6,43.7,39.5,51.1,95
287.3,43.5,0.64,86.4,35.8,40.5,29.2,201
56.1,342.6,1.55,105.2,36.4,25.5,88.7,214
84.8,312.1,1.14,54.0,35.2,43.8,55.0,174
215.6,114.5,1.21,79.8,65.7,37.4,20.4,209
80.5,299.4,1.2,112.2,48.0,33.3,22.5,204
129.4,166.9,1.24,47.5,19.6,30.5,72.2,163
25.0,318.9,1.09,84.7,2.4,10.5,71.5,164
207.2,30.9,0.6,84.1,44.9,40.8,60.1,170
193.4,358.9,1.87,38.9,35.8,14.7,74.3,249
153.8,106.3,0.26,109.0,47.7,33.3,43.0,167
43.1,326.3,1.79,64.6,62.7,40.7,48.1,193
175.7,387.9,1.44,6.7,72.8,31.5,68.1,226
20.5,349.4,0.58,58.8,74.4,42.8,71.1,155
124.3,174.7,1.09,108.7,50.2,41.3,45.2,193
81.3,363.0,1.53,76.1,43.8,44.9,30.5,206
89.8,105.6,0.14,31.5,12.3,35.1,50.4,88
166.5,298.4,1.46,87.6,14.9,25.6,27.1,225
148.8,395.7,0.65,67.5,11.6,38.9,76.1,205
49.7,224.3,1.59,69.2,35.0,10.2,76.5,173
193.9,193.2,1.74,67.8,28.2,26.1,21.1,217
211.8,255.7,1.88,92.8,15.5,22.9,84.1,257
87.5,110.3,1.88,67.4,50.4,10.9,55.9,175
162.4,314.0,0.47,44.9,38.8,23.7,37.0,184
119.6,292.8,1.49,6.7,65.0,24.7,77.9,186
287.4,96.3,0.44,110.8,49.5,36.3,54.9,225
166.7,328.1,1.65,13.9,48.9,12.4,36.2,214
134.7,206.3,1.75,17.4,76.1,11.3,31.5,190
230.9,219.6,1.49,91.4,70.8,30.8,40.5,255
249.4,370.6,0.79,51.2,51.2,37.8,85.4,249
82.2,117.2,1.99,79.1,51.8,39.1,71.0,180
287.0,372.5,1.79,90.3,19.7,12.1,79.3,309
132.3,121.0,0.76,45.9,54.5,23.5,74.8,152
81.4,392.1,1.36,69.0,9.5,31.7,68.9,199
229.4,360.3,0.57,29.3,9.2,23.4,80.4,211
66.8,237.3,0.89,25.0,79.3,36.8,43.1,144
108.5,229.7,1.62,19.9,67.5,24.2,55.4,178
200.2,94.8,1.09,115.9,11.8,35.3,47.5,200
41.2,260.6,1.53,41.9,10.8,17.3,54.7,150
72.6,46.5,0.41,35.9,23.1,24.7,25.3,83
19.9,101.5,0.58,77.0,25.4,22.9,32.1,100
60.4,108.1,0.65,63.5,75.7,35.3,21.7,124
235.1,397.4,0.69,108.2,45.7,16.3,72.2,275
264.3,142.6,0.14,96.7,11.8,34.8,39.2,197
201.8,247.8,1.22,31.1,62.7,16.8,85.1,216
168.7,311.9,1.58,38.9,76.6,11.1,25.5,230
239.1,344.5,0.22,45.8,29.1,36.3,24.4,207
296.4,174.1,1.37,108.5,51.4,37.9,56.6,272
233.6,332.3,0.93,7.8,69.2,33.1,79.9,223
88.8,243.8,0.78,17.9,24.6,17.5,43.5,134
25.1,373.5,0.35,57.5,58.7,16.8,86.4,156
165.6,140.9,1.58,72.2,78.3,43.3,71.5,209
216.1,360.4,0.62,101.5,29.3,22.7,57.8,247
213.7,348.0,0.13,99.3,6.9,27.4,49.0,220
125.0,303.5,1.22,62.0,13.2,44.2,53.2,188
188.7,231.7,0.89,79.6,27.9,31.8,40.2,204
284.9,61.9,1.62,112.0,18.2,13.8,51.3,248
166.0,48.8,1.52,117.3,78.1,39.0,88.4,214
268.9,357.8,0.56,60.0,46.4,29.3,64.5,250
39.8,303.4,1.27,28.4,41.4,11.4,27.2,151
30.1,343.2,1.62,63.6,75.8,34.5,31.7,190
194.3,58.0,1.57,69.3,5.1,20.1,85.7,187
178.9,235.1,1.97,31.8,8.3,10.8,46.1,208
239.5,170.4,1.14,72.6,71.4,42.9,34.9,226
227.5,34.7,0.15,84.5,71.5,17.0,62.2,178
57.5,207.0,0.98,14.0,64.3,43.0,74.7,128
233.6,330.3,0.73,44.9,69.7,28.8,46.0,233
31.7,242.7,0.92,118.8,51.4,39.5,25.9,168
276.3,51.6,1.12,7.2,77.4,29.5,83.3,193
159.9,177.5,0.69,39.0,27.0,19.6,42.0,158
41.7,325.0,1.59,80.1,52.1,13.4,87.1,201
149.4,176.4,0.4,74.3,60.0,30.5,20.4,168
272.7,231.3,1.44,66.3,33.2,18.5,76.5,255
287.8,89.1,1.25,62.2,71.4,14.7,22.8,232
177.1,189.4,1.91,85.9,6.9,35.9,32.2,217
86.0,242.2,0.67,94.7,3.1,35.6,52.8,159
58.9,147.9,1.61,22.3,35.9,15.5,48.9,135
154.6,24.1,0.2,110.6,26.5,35.7,78.8,146
214.8,319.5,0.41,105.2,41.4,35.2,31.6,233
244.1,396.7,1.79,83.4,19.1,12.8,81.4,293
249.9,217.7,1.66,65.5,61.8,34.5,86.8,256
180.3,282.9,1.93,51.8,53.3,39.2,60.8,236
104.9,216.2,0.39,52.1,24.9,27.5,81.9,143
290.2,221.2,1.27,56.0,41.6,20.6,63.3,251
128.1,303.9,0.55,72.0,52.7,42.7,29.4,184
47.2,379.0,0.83,24.9,49.3,38.3,71.6,156
58.0,348.0,0.91,55.6,73.6,40.2,84.1,180
155.5,125.4,1.71,19.7,66.4,28.6,82.2,180
224.2,113.7,0.17,18.7,36.9,44.4,31.9,142
127.9,205.6,0.35,55.1,26.3,10.7,59.9,152
133.1,347.3,0.96,85.9,9.2,23.7,61.0,208
170.0,221.6,0.83,46.9,7.2,40.5,54.6,170
236.5,79.0,0.78,53.6,59.6,15.2,43.2,189
257.7,298.8,1.88,107.5,29.0,34.2,30.9,287
190.9,46.1,0.74,60.4,72.8,42.8,62.5,167
134.1,165.3,1.57,17.4,65.0,20.4,65.4,174
14.0,176.1,1.66,76.4,65.3,44.0,42.3,153
274.0,247.3,1.81,33.3,10.4,13.5,71.8,247
146.2,144.0,0.82,6.1,57.3,14.9,52.5,144
284.5,365.5,1.64,47.1,22.2,42.5,23.3,270
95.6,132.8,1.56,94.1,25.3,26.8,31.4,174
91.0,319.6,1.23,101.4,21.3,19.4,68.5,207
22.1,342.2,1.59,36.4,54.0,11.2,61.4,173
127.1,219.3,0.47,24.0,15.7,14.7,35.6,136
37.2,72.1,1.02,69.0,30.1,39.5,44.8,110
115.9,284.3,0.41,101.2,72.9,11.9,67.0,202
253.3,199.1,1.36,50.8,4.3,33.1,85.9,220
264.4,124.5,0.79,32.6,4.7,33.9,84.9,183
43.8,45.0,1.15,77.3,32.3,31.3,39.9,117
59.8,162.3,1.35,71.7,21.8,30.7,85.0,151
99.1,272.0,1.86,27.4,21.0,42.5,84.3,179
205.2,282.6,0.66,20.6,51.0,24.5,46.2,193
93.2,77.8,1.22,107.7,10.9,14.9,59.4,159
166.9,182.5,0.78,76.2,29.5,12.8,53.8,186
287.0,42.9,1.11,82.8,38.2,36.5,43.1,216
62.8,277.5,1.73,39.0,71.0,32.3,81.4,185
20.8,57.7,1.42,107.1,46.4,37.0,27.6,135
152.7,45.5,1.17,71.6,7.8,29.0,49.0,152
118.8,333.5,1.83,32.1,39.6,42.3,49.4,203
129.9,276.3,1.91,8.5,41.3,33.6,60.8,190
223.5,198.5,1.29,104.1,30.6,39.9,40.9,235
272.3,338.5,1.27,84.9,74.0,27.8,72.3,291
160.9,307.3,0.19,5.9,30.8,34.9,36.0,150
232.4,289.4,1.14,113.4,16.5,27.7,23.3,253
242.1,265.8,1.63,73.1,79.7,17.5,52.3,271
22.8,297.0,0.13,7.6,51.9,41.8,36.0,97
94.5,385.5,1.64,51.6,50.5,10.3,38.5,216
216.1,154.4,0.19,118.1,9.8,42.6,68.4,193
198.7,62.0,1.26,69.0,16.7,18.0,36.3,179
282.9,386.9,0.99,53.6,33.2,38.1,66.8,266
293.9,139.1,1.85,31.3,58.2,25.2,48.5,243
193.0,169.9,0.68,88.2,75.4,20.1,79.0,212
171.1,165.7,1.96,107.7,51.5,40.7,46.8,236
173.2,141.5,0.55,60.8,79.6,32.2,57.0,177
46.9,240.5,1.95,66.2,43.4,40.2,25.2,175
209.6,291.3,1.77,40.0,77.1,19.1,55.3,250
36.2,333.6,1.68,17.4,15.1,28.0,73.3,156
156.0,392.7,1.56,98.7,54.8,27.9,52.1,263
279.3,366.7,1.97,67.9,72.1,35.4,21.3,304
41.2,370.3,0.7,46.5,32.7,36.9,85.3,155
237.3,351.7,1.8,19.5,17.0,33.0,48.0,242
34.8,48.2,0.65,57.5,8.6,43.2,88.1,84
227.1,315.6,0.97,94.3,67.4,28.3,64.2,261
253.1,69.7,1.73,41.2,54.7,35.5,61.0,213
109.0,92.2,0.63,42.7,5.9,22.7,22.5,111
206.8,320.2,1.51,43.4,5.8,29.2,25.2,222
118.0,41.0,1.17,54.8,64.7,26.9,74.2,149
23.9,56.5,0.66,31.4,71.9,44.5,67.1,85
105.9,150.9,0.23,116.6,31.1,37.8,75.7,157
248.9,134.9,1.64,82.9,18.8,13.2,27.5,232
82.0,280.6,1.29,36.8,53.9,27.4,78.1,174
164.7,88.3,1.23,98.7,54.8,16.3,40.5,197
86.4,354.5,0.77,22.9,62.1,14.4,70.8,172
225.1,124.4,1.42,24.0,26.0,10.8,82.1,193
284.3,168.3,1.14,75.8,19.7,10.1,35.9,236
80.5,169.3,1.19,113.8,65.8,21.6,35.8,187
231.5,319.0,0.69,45.7,38.1,17.0,23.9,220
113.4,200.0,0.35,94.3,56.7,32.0,47.9,168
106.9,368.5,0.76,55.7,33.9,14.7,21.3,186
204.6,73.1,1.87,9.8,9.8,13.2,65.7,174
289.2,347.5,0.53,11.1,65.6,17.1,49.2,237
40.7,56.8,1.4,99.1,49.8,38.5,61.1,142
207.2,196.8,1.91,26.1,18.8,36.7,46.3,205
262.2,49.4,1.31,107.1,70.5,40.5,44.8,235
82.4,183.3,1.31,108.6,62.0,11.2,69.8,196
118.8,143.0,1.58,47.7,54.9,25.6,88.8,177
98.2,207.6,0.65,119.2,59.7,43.2,24.6,181
267.2,127.4,0.34,9.5,71.4,29.8,57.4,178
157.0,142.4,0.31,107.0,25.2,35.1,76.7,172
188.7,77.1,0.99,73.0,27.5,41.9,47.4,171
197.1,292.2,1.97,10.2,35.8,22.5,33.5,221
83.6,273.5,0.17,17.6,67.6,31.0,73.6,133
185.8,167.6,1.26,53.8,59.5,16.5,78.6,204
30.5,132.1,0.97,78.9,42.1,43.2,59.7,127
48.8,363.1,0.38,71.7,40.8,37.9,65.1,160
142.4,382.4,1.96,115.1,69.6,42.1,27.3,274
109.7,190.0,1.0,66.4,39.1,17.3,68.9,170
239.6,369.4,0.39,13.4,37.2,37.9,73.2,209
132.0,256.8,1.27,48.8,52.3,27.1,43.5,191
188.6,130.4,1.07,62.9,79.4,21.0,68.6,201
247.0,217.8,1.24,100.6,68.0,29.9,68.9,261
15.5,236.0,1.72,94.3,36.7,38.0,69.0,172
145.2,310.9,1.4,65.4,59.7,38.1,60.0,221
238.9,224.7,1.75,37.8,8.4,27.3,55.1,224
243.8,32.1,1.52,7.0,8.7,14.6,57.6,168
222.0,279.6,1.11,86.1,7.0,22.9,22.5,230
59.6,73.9,0.86,47.3,49.3,14.9,29.1,112
207.4,253.6,1.72,110.6,36.9,37.2,88.0,263
268.6,368.8,1.46,17.8,35.7,35.0,28.1,250
78.2,156.6,1.48,63.3,38.2,42.0,37.2,155
237.9,197.7,1.5,110.8,72.0,16.6,25.1,265
231.9,79.5,0.44,49.4,48.9,19.7,85.6,175
81.2,38.6,1.1,86.0,44.4,41.0,36.1,134
231.6,121.1,0.33,109.5,12.1,13.1,30.1,195
296.4,101.3,0.82,84.6,29.3,10.8,70.9,229
252.8,225.0,1.96,114.8,70.2,44.9,70.0,291
192.0,26.6,1.43,46.7,27.5,19.3,62.9,169
45.4,264.0,1.52,5.9,79.4,25.7,42.7,152
225.4,320.2,1.7,57.5,66.0,21.6,78.0,267
263.7,215.5,0.57,72.4,34.6,26.5,53.6,222
266.0,179.5,1.95,29.0,39.1,44.8,87.4,236
108.5,179.5,1.86,78.7,40.7,30.9,82.3,198
142.0,44.3,0.54,109.7,53.9,36.7,45.1,160
48.7,350.0,0.71,48.3,55.8,31.5,83.9,163
212.8,275.3,0.19,48.1,42.4,41.2,63.3,190
234.5,239.5,0.56,106.4,22.3,15.9,42.3,229
261.3,214.3,1.19,36.7,37.2,28.1,54.5,222
112.8,195.4,0.55,81.9,21.0,40.2,42.5,154
73.9,176.0,1.29,73.0,71.0,18.0,63.6,174
157.8,223.2,1.17,118.7,64.4,30.1,25.9,228
210.3,88.2,1.63,98.6,3.7,19.1,65.1,213
212.6,147.2,1.45,41.5,24.3,15.0,49.0,197
264.2,182.5,1.44,49.3,37.7,37.5,68.9,230
65.7,34.2,0.39,50.2,16.1,24.5,28.5,82
137.2,64.8,1.57,42.7,25.0,25.4,23.6,151
82.0,251.2,0.68,68.4,64.2,39.8,71.1,166
56.4,359.5,0.36,35.3,14.0,35.3,42.2,134
152.7,215.4,1.58,15.8,78.3,32.1,24.8,189
216.1,297.7,1.39,105.1,71.3,36.8,37.4,267
259.4,343.5,1.45,20.8,20.4,13.2,89.3,248
256.1,364.0,0.91,57.1,68.6,18.2,54.0,263
63.5,278.7,0.9,51.8,44.6,30.9,81.1,159
223.9,332.9,0.87,85.4,28.9,23.8,50.1,243
67.8,103.5,0.19,42.6,7.6,11.6,54.7,90
158.6,152.2,1.83,8.0,76.5,24.2,61.6,187
191.0,207.9,0.36,85.2,67.8,24.3,40.4,200
125.3,220.5,1.86,103.8,54.2,39.4,43.5,224
249.6,183.0,1.47,81.5,23.4,11.0,35.3,239
284.6,157.9,1.81,117.9,65.3,33.5,59.5,287
97.8,287.9,1.56,60.2,35.1,21.7,34.4,193
169.6,221.9,0.12,80.0,78.8,13.6,70.4,193
283.3,87.7,0.19,112.4,22.0,19.0,61.0,211
126.2,345.1,0.49,98.8,76.9,28.9,45.7,215
122.2,285.7,1.92,10.9,68.5,28.0,32.3,197
207.5,60.6,0.33,21.7,37.4,34.3,38.9,134
48.4,42.4,0.28,110.2,65.9,37.2,48.5,118
111.4,372.1,1.95,112.2,71.8,21.9,57.2,266
101.0,325.7,1.39,37.7,39.1,29.5,53.8,187
232.9,367.7,0.88,83.1,34.7,23.4,64.3,256
196.8,306.6,0.93,16.2,20.2,26.8,47.6,191
231.5,200.9,1.37,102.4,3.4,22.8,46.9,236
57.7,50.2,0.87,84.3,25.1,29.0,82.7,121
212.4,149.2,0.21,53.2,62.9,21.3,50.6,177
157.1,199.2,1.63,10.8,78.7,13.2,78.1,195
16.0,46.4,0.61,61.4,56.8,24.2,64.1,93
50.0,307.3,1.93,29.2,71.0,10.8,66.9,189
179.8,201.6,1.28,60.0,22.0,28.3,76.5,199
177.2,123.3,1.34,18.4,28.1,13.9,37.1,164
119.4,105.0,1.94,60.7,60.7,18.9,50.6,186
290.0,122.1,1.75,22.3,67.1,14.3,60.9,237
256.4,127.1,1.79,80.3,35.5,10.7,37.0,244
244.5,130.0,1.98,28.5,76.7,12.9,71.1,234
42.7,196.0,0.15,117.3,34.1,10.4,55.7,143
50.4,250.3,0.92,39.4,5.6,34.3,44.1,126
164.0,301.1,1.7,95.5,79.3,31.2,54.3,257
77.4,135.7,1.77,8.9,59.0,14.3,86.9,149
283.0,30.0,0.27,94.2,27.1,17.6,46.5,193
76.7,301.7,0.61,31.3,65.1,19.5,28.1,153
80.8,49.9,0.76,37.8,23.4,17.1,65.6,104
36.0,369.9,1.3,101.8,38.8,12.2,63.3,203
263.2,339.4,0.34,95.8,58.6,18.6,56.9,260
89.7,117.4,1.64,106.6,3.0,15.8,44.2,174
106.6,164.7,0.95,60.7,79.9,41.6,45.7,164
297.2,145.5,1.98,116.9,72.5,12.9,24.7,297
182.1,65.7,0.5,77.7,69.1,18.4,87.8,175
110.2,121.7,1.85,6.8,3.2,11.7,69.6,142
13.8,20.8,0.39,107.4,13.1,21.9,74.4,92
96.7,248.3,0.69,108.5,45.4,28.5,87.3,189
91.5,252.0,1.62,72.1,45.1,23.0,76.7,198
66.3,369.5,0.58,105.7,21.1,24.6,37.7,185
47.3,87.1,1.62,45.3,74.1,24.7,55.9,140
250.5,301.3,0.81,76.5,58.4,42.1,71.8,249
277.4,192.3,0.53,51.1,78.0,10.1,66.2,228
202.0,150.4,1.95,95.9,41.7,44.8,35.5,234
91.5,217.9,0.88,40.0,38.3,38.5,40.5,144
109.8,42.6,1.25,78.4,28.5,36.7,87.9,149
129.1,270.7,0.78,68.0,69.8,17.0,65.0,197
26.2,229.3,0.8,114.9,24.5,39.2,35.1,150
211.4,147.9,0.75,35.0,64.2,23.8,41.8,182
28.9,313.8,1.54,115.6,7.2,15.4,33.4,190
19.5,90.8,1.97,101.1,10.5,20.3,69.2,151
11.6,220.6,0.72,73.3,20.2,36.5,66.7,122
15.3,216.6,0.75,61.6,15.9,14.1,22.9,116
43.1,59.1,1.61,96.6,52.4,38.6,81.0,151
187.1,364.4,0.99,72.2,48.3,43.1,55.8,234
124.6,207.9,0.71,44.9,38.5,21.3,67.6,159
32.5,358.6,0.19,14.4,25.3,21.8,20.4,112
180.4,146.5,1.8,59.9,56.5,21.0,38.1,211
179.3,219.6,1.56,39.4,33.0,22.7,85.8,206
124.8,169.7,1.63,32.3,14.3,22.9,47.1,163
143.2,197.8,0.88,69.8,18.5,16.0,24.6,172
150.6,79.5,0.56,13.8,9.7,44.9,73.0,111
50.0,211.0,0.63,97.6,59.3,25.5,49.0,157
263.7,270.9,1.86,56.7,67.0,44.8,42.9,269
94.9,387.4,1.49,11.2,49.9,21.4,42.7,190
173.9,239.3,1.57,19.8,17.3,23.4,82.2,193
11.5,38.8,0.78,68.9,55.9,10.3,24.5,97
66.8,262.2,0.75,109.7,55.1,36.6,58.4,181
136.5,146.1,1.11,30.5,43.1,20.7,83.1,159
247.6,173.9,0.1,84.3,73.9,40.9,21.3,205
210.3,113.9,0.24,44.1,52.0,16.5,48.9,163
294.7,238.0,1.57,109.5,35.4,11.9,57.4,291
38.1,312.4,0.81,39.3,51.9,15.3,22.5,146
232.8,289.5,1.66,101.1,68.5,44.9,44.4,277
118.9,88.4,1.37,118.3,32.2,40.4,38.8,180
97.1,217.4,1.42,109.1,47.3,17.6,21.7,202
266.3,141.1,1.9,30.9,49.5,11.3,85.8,238
244.7,342.6,1.87,49.1,6.0,14.8,64.5,262
102.9,131.3,1.99,95.8,25.7,13.6,88.3,198
297.9,263.6,0.48,13.3,32.5,25.4,56.9,213
31.5,79.1,0.34,72.4,58.1,34.4,74.6,102
53.8,87.7,0.34,26.4,78.5,23.7,55.3,96
287.2,352.2,0.72,10.3,10.1,17.1,75.8,229
189.8,40.8,1.81,63.5,34.3,10.6,49.6,193
287.7,110.1,1.13,112.5,74.7,18.9,46.6,260
214.6,208.3,0.33,103.6,73.5,40.2,63.2,219
270.6,71.0,0.17,13.8,24.9,41.4,42.9,147
11.2,59.2,0.18,109.7,55.3,26.2,87.0,106
217.4,399.7,0.17,115.1,31.1,38.5,41.2,245
285.0,99.4,0.78,119.1,23.8,29.6,29.4,230
181.4,67.0,1.87,15.6,10.6,43.3,48.1,159
255.2,78.5,1.3,118.3,9.8,34.0,28.1,224
281.7,388.3,1.93,41.4,50.0,34.9,24.3,289
142.8,371.1,1.59,114.9,38.2,27.5,28.6,255
30.0,173.3,1.17,26.0,3.3,12.0,68.3,110
153.8,66.1,1.71,31.1,11.4,42.3,71.4,153
62.1,396.4,1.22,61.0,58.0,23.2,64.2,200
287.0,135.1,0.92,40.8,62.0,18.5,78.0,222
242.8,29.8,1.42,78.2,49.8,31.1,60.8,209
212.4,196.9,0.64,25.6,79.4,20.8,79.6,193
172.7,221.3,1.87,96.1,29.8,16.7,24.2,235
40.8,180.9,0.61,71.4,74.3,28.9,73.6,140
247.8,91.9,1.74,112.7,47.2,13.1,36.7,251
131.7,37.9,1.93,40.6,55.0,20.7,81.8,169
112.5,182.0,1.23,101.4,2.5,43.8,40.7,175
214.1,75.7,1.74,60.7,67.7,41.2,26.8,208
186.5,220.5,0.91,87.8,75.0,26.2,80.3,225
232.4,328.8,0.73,17.4,6.1,32.4,46.6,199
112.4,34.3,0.9,38.1,73.0,20.7,89.3,134
111.5,182.8,0.68,81.6,5.7,19.9,77.6,157
64.7,389.9,0.61,52.3,53.6,18.7,35.3,174
260.7,104.4,1.7,45.1,53.0,37.8,67.1,223
286.6,268.1,1.58,9.0,43.7,29.6,79.2,245
122.1,329.3,0.18,108.7,11.5,41.0,44.1,184
299.2,57.4,0.31,68.2,29.0,11.1,81.6,199
215.5,364.9,1.62,53.8,53.5,43.0,88.0,260
67.2,202.7,1.62,99.9,66.0,24.0,59.0,196
169.2,137.8,1.18,114.0,34.7,21.7,77.8,211
242.0,155.8,0.76,40.1,12.2,18.6,44.2,185
46.9,162.3,1.01,107.0,16.8,12.9,78.0,155
24.7,46.3,0.43,108.5,78.3,17.1,31.1,119
61.0,71.4,0.65,113.1,36.4,18.3,62.3,138
63.8,230.3,1.23,15.8,19.7,13.6,64.1,135
131.2,383.0,1.66,119.2,9.8,21.3,55.5,252
85.7,187.7,1.16,8.8,16.5,14.0,52.0,128
111.5,20.9,0.74,22.9,58.5,20.6,79.1,113
18.9,370.9,1.69,61.8,79.1,11.7,21.5,196
131.2,313.7,1.2,71.2,68.0,16.8,63.9,220
152.6,265.7,1.11,44.3,7.9,17.2,64.8,185
69.4,156.3,0.26,113.2,41.7,14.4,26.9,145
57.5,238.6,1.98,20.1,48.3,36.7,54.0,162
88.7,295.7,1.51,27.5,41.0,10.8,49.9,178
48.8,381.5,0.75,57.5,67.7,25.7,20.7,174
65.8,389.5,0.71,32.5,34.6,12.5,77.3,167
257.4,395.0,1.67,19.5,70.2,41.8,76.1,272
57.6,223.1,0.88,64.3,57.2,41.1,44.7,149
299.3,309.0,1.2,43.7,9.4,34.8,85.5,253
221.2,367.2,1.71,70.9,29.1,14.5,24.1,266
109.8,162.8,1.49,98.0,57.7,28.2,21.4,193
158.5,162.1,0.53,47.8,46.2,22.7,32.9,158
263.9,386.0,1.25,113.7,17.7,18.7,34.5,292
166.8,191.2,0.16,88.1,36.5,43.2,37.1,169
34.3,218.6,0.29,68.2,43.2,34.2,71.5,123
121.2,317.0,1.41,32.1,47.5,42.0,87.2,194
101.5,122.9,1.28,67.0,72.1,12.0,70.2,173
250.5,113.4,1.95,102.7,5.5,36.1,41.4,241
175.2,230.7,0.18,103.2,52.4,39.9,28.6,193
54.3,245.4,0.56,109.0,31.2,41.2,73.0,160
241.8,350.4,0.15,20.3,14.2,18.7,30.5,195
233.3,277.6,0.12,43.7,21.2,22.1,74.7,193
249.8,342.1,0.12,96.7,26.3,42.1,32.9,233
119.6,92.2,0.51,62.5,37.2,26.1,30.3,131
169.8,87.1,1.25,29.2,62.9,24.4,33.9,164
271.3,208.0,1.72,69.3,58.0,15.3,73.8,268
202.5,291.1,0.18,31.9,23.4,20.4,77.1,181
11.6,286.9,0.88,39.2,6.2,19.4,64.0,122
140.8,37.4,0.39,110.1,47.2,17.6,75.4,158
79.7,101.0,1.82,93.1,29.5,18.0,65.2,175
201.9,178.9,1.19,90.7,50.8,25.0,66.0,224
45.1,209.0,0.2,24.6,43.2,35.9,84.7,102
70.5,69.8,0.34,11.0,32.4,34.5,37.4,74
40.9,289.8,1.04,116.4,54.6,35.2,51.8,188
187.7,266.6,1.72,55.9,16.6,24.8,36.2,221
267.5,323.7,1.96,32.0,30.0,23.2,78.0,268
116.5,399.1,0.3,107.1,66.9,11.7,27.3,219
232.9,303.1,0.31,48.7,74.4,40.7,51.5,216
96.7,371.0,1.83,83.1,20.9,32.6,40.3,223
19.7,159.1,0.8,21.4,54.3,17.2,26.9,99
170.9,221.7,1.6,38.4,37.9,30.0,47.4,200
251.8,178.9,1.25,48.8,12.6,31.6,54.9,211
123.6,375.5,1.07,52.9,61.1,22.0,88.2,215
88.7,97.1,1.05,87.6,69.9,22.5,33.2,159
85.2,170.6,0.83,38.8,33.2,19.7,88.5,137
77.5,192.1,0.74,9.3,62.9,17.0,39.3,125
187.8,279.6,1.24,82.7,63.7,30.7,28.8,235
124.9,379.0,0.37,26.4,26.0,23.0,59.6,169
117.8,79.7,0.17,36.6,62.5,42.7,55.4,112
42.2,268.3,1.39,28.4,29.0,41.5,61.3,142
234.2,204.7,1.86,74.4,9.3,40.7,67.5,239
195.6,73.8,0.32,40.9,53.3,41.6,74.3,148
291.3,197.1,0.16,11.0,50.2,17.9,36.5,191
145.4,349.6,2.0,14.9,33.4,34.9,40.3,212
25.0,194.0,0.83,27.7,18.4,40.4,58.3,100
15.8,205.6,0.13,29.0,76.3,37.1,47.4,96
190.9,213.0,1.88,69.6,9.8,15.6,33.5,223
277.2,297.1,0.43,112.0,77.9,30.1,80.4,274
41.5,56.9,0.99,26.5,35.3,37.2,28.3,86
96.6,276.0,0.27,93.6,79.8,25.4,85.8,186
180.1,370.5,1.31,70.4,19.9,43.4,70.4,234
185.5,386.2,0.21,41.2,14.7,30.9,47.4,191
98.8,20.6,0.38,36.8,64.6,44.8,28.2,96
72.8,283.3,1.66,36.1,74.7,22.7,34.6,184
98.8,380.9,1.86,18.2,33.9,21.5,63.1,202
287.3,355.0,1.8,23.6,71.8,27.7,51.1,282
199.4,79.6,0.32,28.6,27.1,26.2,78.5,140
108.6,278.9,1.83,113.7,40.4,12.2,49.0,235
62.4,156.4,1.35,51.4,65.8,36.8,27.9,147
218.2,253.7,1.17,51.5,16.4,24.5,53.1,214
